sentence,sentiment
"Jet, [TGT] shares Soars on Etihad Deal as brokers turned bullish on aviation",positive
"Jet, SpiceJet shares Soars on [TGT] Deal as brokers turned bullish on aviation",neutral
"[TGT] poised to be world's 4th biggest luxury car maker, says Citi report",positive
"JLR poised to be world's 4th biggest luxury car maker, says [TGT] report",neutral
[TGT] surges over 3% to hit record high; plans pizzas on train,positive
"[TGT] gains over 2% on Credit Suisse upgrade, Tiger Global stake sale",positive
"Just Dial gains over 2% on [TGT] upgrade, Tiger Global stake sale",neutral
"Just Dial gains over 2% on Credit Suisse upgrade, [TGT] stake sale",neutral
[TGT] Q2 net up 9.07 per cent to Rs 51.7 crore,positive
[TGT] Q1 net up 19.77 per cent jump at Rs 72.98 crore,positive
Larger part of story for [TGT] remains intact: KR Choksey Securities,positive
Larger part of story for Mahindra & Mahindra remains intact: [TGT],neutral
[TGT]'s Q1 net profit soars 111% on sale of assets and stake,positive
"Like in 2009, will [TGT] shoot up 300 paise post May 16 verdict?",neutral
"Like it or not, China's [TGT] will be a global benchmark",positive
"Long term outlook on [TGT] positive: Sandeep Wagle, APTART Technical Advisory Services",positive
"Long term outlook on Cairn India positive: Sandeep Wagle, [TGT]",neutral
"[TGT] lags forecast, Q4 net up 6.4% at Rs 606.5 cr",positive
[TGT] rallies 6% on reports of merger plans with OMPL,positive
Mangalore Refinery And Petrochemicals rallies 6% on reports of merger plans with [TGT],neutral
M-cap of [TGT] stocks surges 85% in seven months: Time to book profits?,positive
[TGT] an interesting opportunity from medium to long-tem view: P Phani Sekhar,positive
Mid-cap mantra: [TGT]' buying spree to give it a bounce in H2,positive
"Morgan Stanley, Barclays buy [TGT] bulk shares in open market on USFDA clearance",positive
"[TGT], Barclays buy Claris bulk shares in open market on USFDA clearance",neutral
"Morgan Stanley, [TGT] buy Claris bulk shares in open market on USFDA clearance",neutral
[TGT] shares rise more than 5.5% on hopes on good earnings,positive
Much to cheer in [TGT]; here's how companies fared in the spectrum auction,positive
Multibagger idea: Bank of America- Merrill Lynch sees 65% upside in [TGT],positive
Multibagger idea: [TGT] sees 65% upside in Jaiprakash Associates,neutral
[TGT] rallies over 8% as US Court rejects stay request on Copaxone,positive
"[TGT] surges 5% as co bags order worth Rs 3,000 crore from AIIMS",positive
[TGT]s rally as RBI likely to give bank licences in next 10-15 days,positive
NBFCs rally as [TGT] likely to give bank licences in next 10-15 days,neutral
"NDA may give [TGT] a fillip, Narendra Modis Gujarat success spurs hope",positive
"Near-term trajectory of [TGT] shaky, but buy stocks on dips: Parag Thakkar",positive
"Next leg of [TGT] rally will be led by PSU banks, say analysts",positive
"Next leg of Nifty rally will be led by [TGT], say analysts",positive
[TGT] shares gain as Sebi gives Tamil Nadu consent to buy stake,positive
Neyveli Lignite shares gain as [TGT] gives Tamil Nadu consent to buy stake,neutral
[TGT] Q4 net up by 30.16% at Rs 136.7 crore; stock down,positive
[TGT] may continue to perform well in next 3-6 months: Harendra Kumar,positive
"On [TGT] front, valuations are attractive from fundamental perspective: Phani Sekhar, Angel Broking",positive
"On banking front, valuations are attractive from fundamental perspective: Phani Sekhar, [TGT]",neutral
"Operating leverage will flow in for [TGT], if economy improves: Dhiraj Sachdev",positive
"Optimism about [TGT] grows, Barclays cuts one-month forecast to 59 vs US dollar",positive
[TGT] Q1 net profit rises 3% to Rs 365 crore,positive
PBoC says [TGT] rout almost over; is it good news for India?,neutral
"[TGT] buy, Chennai floods do not affect Tech M: Gaurav Mehta, Ambit Capital",positive
"Pininfarina buy, Chennai floods do not affect [TGT]: Gaurav Mehta, Ambit Capital",neutral
"Pininfarina buy, Chennai floods do not affect Tech M: Gaurav Mehta, [TGT]",neutral
"[TGT] could be game changer with Mahindras coming in: Vinay Khattar, Edelweiss Financial",positive
"Pipavav could be game changer with Mahindras coming in: Vinay Khattar, [TGT]",neutral
[TGT] likely to restructure Rs 7000 cr debt via CDR; stock up,positive
"[TGT] is a favourite of investors and traders: Avinash Gorakshekar, Edelweiss Financial Advisors",positive
"Polaris is a favourite of investors and traders: Avinash Gorakshekar, [TGT]",neutral
Pre-election rally: [TGT] hits lifetime high as FIIs pump $1 billion,positive
[TGT] net up 55.03 pc at Rs 80.76 cr in January-March,positive
Prop desks build bullish bets on [TGT] with hopes to make 6-fold returns,positive
Prospects of a BJP-led government at the Centre prompt buying in [TGT],positive
Q4 weakness a temporary blip; buy [TGT] on dips: Neeraj Deewan,positive
"Raised [TGT]' weightage in portfolios post Q2 numbers: Sachin Shah, Emkay Investment Managers",positive
"Raised Infosys' weightage in portfolios post Q2 numbers: Sachin Shah, [TGT]",neutral
"Rajasthan mining approval from Supreme Court, right investments prop up [TGT] stock",positive
[TGT] rallies 18% on sale of 3 highway projects to Pirmal Group,positive
"Rate cut in April can take markets higher: Mehraboon Irani, [TGT]",neutral
[TGT]: Focus on branded offerings should help boost sales & profitability in long-term,positive
Results across the board in [TGT] would be much above expectation: Ajay Srivastava,neutral
"Risk-averse investors should prefer [TGT] over SPARC: Daljeet Singh Kohli, IndiaNivesh Ltd",positive
"Risk-averse investors should prefer Sun Pharma over SPARC: Daljeet Singh Kohli, [TGT]",neutral
"Risk-averse investors should prefer Sun Pharma over [TGT]: Daljeet Singh Kohli, IndiaNivesh Ltd",neutral
"Securities Appellate Tribunal allows [TGT] to redeem Rs 1,806 crore in mutual funds",neutral
"[TGT] allows DLF to redeem Rs 1,806 crore in mutual funds",neutral
Sharp rally in [TGT] helps Nifty cross 9000 for the first time ever,positive
Sharp rally in RIL helps [TGT] cross 9000 for the first time ever,positive
"Small investors find merit in beaten-down midcaps like [TGT], Suzlon Energy, Lanco Infra",positive
"Small investors find merit in beaten-down midcaps like KFA, [TGT], Lanco Infra",positive
"Small investors find merit in beaten-down midcaps like KFA, Suzlon Energy, [TGT]",positive
"Smallcap [TGT] stare at big opportunities, look attractive bets: Harendra Kumar",positive
[TGT] rise on Greek debt deal; Thai benchmark recovers two-week low,positive
[TGT] to gain as production moves out of China: Vinay Khattar,positive
"[TGT] to invest Rs 1,000 crore for expansion this fiscal; stock up",positive
Stay long on [TGT] with stop loss of Rs 380: Vinith Jain,positive
Street @ new peak: [TGT] surges over 8%; top 20 stock bets,positive
"Strong pipeline of films, low-risk business model drives net profit of [TGT]",positive
"[TGT] rallies 57% in June, is it a good time to buy?",positive
Swiss Finance Corp buys 70 lakh [TGT] shares for Rs 50 cr,positive
[TGT] buys 70 lakh Apollo Tyres shares for Rs 50 cr,neutral
[TGT] stock to soar again over JLR volumes and renewed FII interest,positive
Tata Motors stock to soar again over [TGT] volumes and renewed FII interest,neutral
[TGT] PAT for 2013 grows by 36% to Rs 68.7 crore,positive
"[TGT] in pole position to gain from ecommerce boom, GST",positive
Tremendous value in [TGT]; top 5 wealth-creating ideas for next 6-12 months,positive
"[TGT] rise amid positive US, eurozone data; push Nasdaq to new record",positive
"US stocks rise amid positive US, eurozone data; push [TGT] to new record",positive
[TGT] rises post Q4 results; net profit up 17.55% to Rs 118.04 cr,positive
Welcome Samvat 2072! [TGT] ends 124 points higher; top 10 wealth creating ideas,positive
"[TGT] gains on safety play, euro edges away from 9-year lows vs dollar",positive
"Yen gains on safety play, [TGT] edges away from 9-year lows vs dollar",positive
"Yen gains on safety play, euro edges away from 9-year lows vs [TGT]",neutral
"73 is the level to watch out on [TGT]: Kunal Saraogi, Technical Analyst",positive
[TGT] ends 13.3% higher on buzz L&T plans to buy stake in firm,positive
ABG Shipyard ends 13.3% higher on buzz [TGT] plans to buy stake in firm,positive
[TGT] net profit up by 26% at Rs 3.87 crore in June quarter,positive
"[TGT] Q4 net profit surges by 89% to Rs 962 crore, meets estimates",positive
[TGT] fourth quarter net profit may rise  by 36 per cent: Report,positive
Both [TGT] and PSU banks look good at this point in time: Arindam Ghosh,positive
Both private and [TGT] look good at this point in time: Arindam Ghosh,positive
[TGT] stock touches 52 week high after gettting USFDA approval for two generic drugs,positive
"CLSA cuts target price for [TGT] to Rs 1,150, but retains a 'buy' call",positive
"[TGT] cuts target price for RIL to Rs 1,150, but retains a 'buy' call",neutral
"[TGT] may spring positive surprise next week, among small cap IT names: Avinnash Gorakssakar",positive
"[TGT] will continue to be in focus in the medium-term: Kunj Bansal, Centrum Wealth",positive
"Cyclicals will continue to be in focus in the medium-term: Kunj Bansal, [TGT]",neutral
"Dhoni's CSK will play IPL, says SC; [TGT] on the ball, up 8%",positive
"Diageo makes $1.9 bn second open offer, [TGT] surges 15%: Should investors tender shares",positive
"[TGT] makes $1.9 bn second open offer, USL surges 15%: Should investors tender shares",neutral
[TGT] rallies 10% on talks to sell its business schools to AB Group,positive
Educomp Solutions rallies 10% on talks to sell its business schools to [TGT],neutral
[TGT] posts 77 pc jump in Q2 net profit; to set up new plant,positive
"Festive season likely to trigger turnaround for [TGT]: Dhiraj Sachdev, HSBC AM India",positive
"Festive season likely to trigger turnaround for auto stocks: Dhiraj Sachdev, [TGT]",neutral
FIIs to pump $2.55 billion into Indian debt market; [TGT] set to strengthen further,positive
"[TGT] doubles in 2 weeks, vrooms 400% in 1 year; should you buy?",positive
Foreign [TGT] buyers return after prices crash by more than 50 per cent,positive
"[TGT] sells stake in NBHC for Rs 300 crore, say sources; stock surges 14%",positive
"FTIL sells stake in [TGT] for Rs 300 crore, say sources; stock surges 14%",neutral
[TGT] rallies nearly 5% on reports that it plans to list rail unit,positive
"Goldman, Barclays see value in [TGT]; top ten long term bets for your portfolio",positive
"[TGT], Barclays see value in banks; top ten long term bets for your portfolio",neutral
"Goldman, [TGT] see value in banks; top ten long term bets for your portfolio",neutral
"[TGT] Q4 net up 30 per cent at Rs 1890 crore, meets forecast",positive
"[TGT], RSWM top two stocks ideas for next 3 months: G Chokkalingam, Equinomics",positive
"Heritage Food, [TGT] top two stocks ideas for next 3 months: G Chokkalingam, Equinomics",positive
"Heritage Food, RSWM top two stocks ideas for next 3 months: G Chokkalingam, [TGT]",neutral
[TGT] rallies 11% after RBI allows FIIs to buy shares; ends nearly 3% down,positive
[TGT] outbids Samsung to pay sky-high $10 billion for land in South Korea's Gangnam,neutral
Hyundai outbids [TGT] to pay sky-high $10 billion for land in South Korea's Gangnam,neutral
"[TGT] presents an interesting entry opportunity for new investors: Phani Sekhar, Angel Broking",positive
"IndusInd Bank presents an interesting entry opportunity for new investors: Phani Sekhar, [TGT]",neutral
[TGT] Ltd is a 'BUY' call with a target of Rs 1550: Mitesh Thacker,positive
"[TGT] looks attractive on revenue visibility and margin improvement: Mayuresh Joshi, Angel Broking",positive
[TGT] rallies over 18% on reports to sell its tyre unit to MRF,positive
"[TGT] may buy ICICI infrastructure bonds worth Rs 3,000 crores",neutral
"Long term investors should stay invested in [TGT]: Seshadri Bharathan, KSEMA Fincon Ltd.",positive
"Long term investors should stay invested in Tata Steel: Seshadri Bharathan, [TGT]",neutral
[TGT] posts 28 per cent jump in Q1 net profit to Rs 238 crore,positive
[TGT] reaps twin benefits on record US sales and India demand rev up,positive
"Money on the street: You could earn Rs 16,000 by betting on [TGT]",positive
"Narendra Modi wave revives as FIIs buy over Rs 2,300 crore in [TGT]",positive
"[TGT] surges 20% as parent company strikes $15 billion deal with GSK, Lilly",positive
[TGT] third quarter net profit jumps 3-fold to $46 million on new business model,positive
[TGT]'s Q1net profit up 3 per cent to Rs 365 crore,positive
[TGT] Q2 net profit up 18.40 per cent at Rs 90.66 crore,positive
"[TGT] rallies over 4%, hits fresh 52-week high on plans to buy SPI Cinemas",positive
"PVR rallies over 4%, hits fresh 52-week high on plans to buy [TGT]",neutral
"Rajan pulls off a surprise, cuts repo rate by 50 basis points, [TGT] rally",positive
"REITs will benefit companies involved in portfolio of commercial properties: Prakash Diwan, [TGT]",neutral
[TGT] Board gives in-principal nod for rights issue to raise Rs 725.4 crore,positive
"Scope for further improvement in valuation multiple for [TGT]: G Chokkalingam, Equinomics",positive
"Scope for further improvement in valuation multiple for midcap IT stocks: G Chokkalingam, [TGT]",neutral
Sectoral churning behind recent correction in [TGT]; present valuations look attractive: Gaurav Mehta,positive
"Seeing a large delta swing favouring [TGT] in FY 2012: Avinash Gorakshekar, Anagram Capital",positive
"Seeing a large delta swing favouring Escorts in FY 2012: Avinash Gorakshekar, [TGT]",neutral
Share of [TGT] in India's gas mix may rise to 38 per cent: Goldman,positive
Share of LNG in India's gas mix may rise to 38 per cent: [TGT],neutral
[TGT] gain more than 1 per cent as financials rally; won higher,positive
South Korean shares gain more than 1 per cent as [TGT] rally; won higher,positive
South Korean shares gain more than 1 per cent as financials rally; [TGT] higher,positive
Suggest to put money into [TGT] names from a long term perspective: Sudip Bandyopadhyay,positive
"Technical check: [TGT] on track to hit levels of 1000, says Reliance Securities",positive
"Technical check: Yes Bank on track to hit levels of 1000, says [TGT]",neutral
[TGT] gain up to 57 per cent so far this fiscal; outshine Sensex,positive
UB stocks gain up to 57 per cent so far this fiscal; outshine [TGT],neutral
[TGT] shares bounce back from lows to show gain of 4% in late morning,positive
[TGT] Q3 up 30% YoY to Rs 540 crore; in line with estimates,positive
8600-8620 levels to be key support area for [TGT] in the coming days: Mitesh Thacker,positive
[TGT] Q2 net up 20 per cent at Rs 100 crore on robust sales,positive
[TGT] a good bet in the cement space; buy at levels of 210-211: Ambareesh Baliga,positive
Anil Ambani Group firm [TGT] Q3 net profit jumps 26% at Rs 450 crore,positive
Arun Jaitley hopes passage of amended insurance bill in Winter Session; [TGT] surges 10%,positive
"Barclays sees possibility of guidance adjustment for IT cos in Q3; [TGT], TCS top bets",positive
"Barclays sees possibility of guidance adjustment for IT cos in Q3; Infosys, [TGT] top bets",positive
