input,output,input_ids,labels
"[TGT] bond issue to raise up to Rs 3,698 crore opens today",neutral,32100 6235 962 12 3033 95 12 11715 6180 3951 927 23095 9540 469 1,7163 1
"[TGT] expects Rs 1,000-crore turnover this fiscal",neutral,32100 1672 7 11715 11668 18 2771 60 17847 48 5043 1,7163 1
"Wall Street ends down as [TGT] shares decline, offset ECB",negative,3556 1887 5542 323 38 32100 4776 7198 6 13746 3 3073 279 1,2841 1
"[TGT], SBI drag Sensex to 8-week low",negative,32100 3 6 180 5972 5439 3 19003 226 12 505 18 8041 731 1,2841 1
"HUL, Reliance good bets for long term investment purposes: Deven Choksey, [TGT]",neutral,454 4254 6 419 9928 565 207 36 17 7 21 307 1657 1729 3659 10 374 1926 6285 157 7 15 63 6 32100 1,7163 1
"[TGT], nickel rise on sustained demand, global cues",positive,32100 3 6 22958 3098 30 14399 2173 6 1252 123 15 7 1,1465 1
RBI's rate hike will see rise in number of stressed firms in [TGT]: India Ratings,negative,19979 31 7 1080 8598 56 217 3098 16 381 13 14718 5654 16 32100 3 10 1547 21662 7 1,2841 1
"[TGT] Q1 net profit up, acquires land for project in Gujarat",positive,32100 1593 536 3134 3199 95 6 7464 7 1322 21 516 16 30812 1,1465 1
"[TGT] clocks Rs 66 cr profit in Q2, total income up by 44%",neutral,32100 6702 7 11715 3 3539 5764 3199 16 1593 4482 792 2055 95 57 314 5988 1,7163 1
Buy [TGT] with a target of Rs 397: Mitesh Thacker,positive,4783 32100 28 3 9 2387 13 11715 220 4327 10 1311 15 7 107 16118 3383 1,1465 1
"Sectors, stocks that are likely to be impacted due to [TGT] fall",negative,17832 7 6 10145 24 33 952 12 36 3 18229 788 12 32100 1590 1,2841 1
"[TGT] to raise Rs 2500 crore via bonds, bring down govt shareholding",neutral,32100 12 3033 11715 204 2560 23095 1009 13237 6 830 323 3 9527 17 698 21647 1,7163 1
[TGT] is a short sale: Deepak Mohini,negative,32100 19 3 9 710 1048 10 9509 1639 1290 2907 23 1,2841 1
There is great opportunity and great future for [TGT]: Sudip Bandyopadhyay,positive,290 19 248 1004 11 248 647 21 32100 3 10 1923 21981 4483 63 32 5612 107 63 9 63 1,1465 1
[TGT] gains; Q1 net profit falls 16%,negative,32100 11391 117 1593 536 3134 3199 7250 209 6370 1,2841 1
[TGT]s can offer a CAGR return of 25% over the next few years: Deven Choksey,neutral,32100 3 7 54 462 3 9 205 26646 1205 13 12238 147 8 416 360 203 10 374 1926 6285 157 7 15 63 1,7163 1
"[TGT] Q4 net profit beats estimates, jumps 90 per cent",positive,32100 1593 591 3134 3199 3853 7 10014 6 4418 7 2777 399 3151 1,1465 1
[TGT] steady; all eyes on ECB,neutral,32100 11207 117 66 2053 30 3 3073 279 1,7163 1
[TGT] posts a better-than-expected net profit; stock up 4.5%,positive,32100 3489 3 9 394 18 6736 18 31643 3134 3199 117 1519 95 2853 2712 1,1465 1
Cos with high IPO grades have higher PE multiples: [TGT],neutral,638 7 28 306 3 25470 13082 43 1146 11012 1317 7 10 32100 1,7163 1
[TGT] and private banks have already peaked: Harendra Kumar,neutral,32100 11 1045 5028 43 641 158 15461 10 3504 12524 23400 1,7163 1
[TGT] seen lower on opening against dollar strength,negative,32100 894 1364 30 2101 581 6816 2793 1,2841 1
[TGT] Q4 loss at Rs 70.75 crore,neutral,32100 1593 591 1453 44 11715 2861 5 3072 23095 1,7163 1
Hopes of policy clearances by government driving [TGT]: Arindam Ghosh,neutral,6000 7 13 1291 15362 7 57 789 2191 32100 3 10 71 13119 265 350 11982 107 1,7163 1
"Like [TGT]: Ambareesh Baliga, Karvy",positive,2792 32100 3 10 736 5304 15 7 107 2659 17140 6 4556 208 63 1,1465 1
"[TGT], M&M, Maruti under pressure as government may not extend auto sops",negative,32100 3 6 283 184 329 6 1534 6830 23 365 1666 38 789 164 59 4285 1510 3 7 9280 1,2841 1
[TGT] posts Rs 284 crore profit for Q3,positive,32100 3489 11715 204 4608 23095 3199 21 1593 519 1,1465 1
Sell [TGT] with target price of Rs 1750: Ashwani Gujral,negative,16922 32100 28 2387 594 13 11715 1003 1752 10 7153 3877 23 2846 354 4900 1,2841 1
[TGT] gains; UBS upgrades to 'buy',positive,32100 11391 117 412 4547 15694 12 3 31 14584 31 1,1465 1
"[TGT] slips against dollar, euro as risk sentiment improves",negative,32100 7560 7 581 6816 6 3983 38 1020 6493 1172 7 1,2841 1
[TGT] announces 10-year US dollar bond,neutral,32100 6456 7 9445 1201 837 6816 6235 1,7163 1
"Like Tata Motors, despite capex plan overhang: Pankaj Pandey, [TGT]",neutral,2792 9233 9 5083 7 6 3 3565 2468 994 515 147 9270 10 4266 1258 354 4266 221 63 6 32100 1,7163 1
"Bull's Eye: Rolta India, Yes Bank, PFC, Ambuja Cement, [TGT]",positive,10204 31 7 9172 10 2158 40 17 9 1547 6 2163 1925 6 276 5390 6 736 3007 1191 205 1194 6 32100 1,1465 1
"[TGT] holds above $1,300, focus on US Federal policy meeting",positive,32100 4532 756 1970 6 5426 6 992 30 837 5034 1291 1338 1,1465 1
[TGT] remains flat in tight movements,neutral,32100 3048 2667 16 4095 9780 1,7163 1
It is 'wait n watch' for [TGT]: IDBI Capital,positive,94 19 3 31 26745 3 29 1605 31 21 32100 3 10 4699 5972 5826 1,1465 1
"[TGT] tests systems, to brief investors before Alibaba debut",neutral,32100 3830 1002 6 12 4456 4367 274 29199 5695 1,7163 1
Prime Focus rallies over 5% on acquisition reports of [TGT],neutral,5923 11561 26930 7 147 3 2712 30 6566 2279 13 32100 1,7163 1
[TGT] elevates R Sethuraman to board of directors,neutral,32100 25517 7 391 2821 10666 9 348 12 1476 13 10392 1,7163 1
"Auto, realty, [TGT] recover as RBI maintains status-quo on rates",positive,2040 6 490 17 63 6 32100 8303 38 19979 1961 7 2637 18 14460 30 1917 1,1465 1
[TGT] reports Rs 10.65 crore loss in Q4,negative,32100 2279 11715 5477 4122 23095 1453 16 1593 591 1,2841 1
[TGT] shares fall nearly 2 per cent post earnings,negative,32100 4776 1590 2111 204 399 3151 442 8783 1,2841 1
"[TGT] prospects don't look bright as of now: Dipan Mehta, Member, BSE & NSE",negative,32100 11136 278 31 17 320 2756 38 13 230 10 23177 152 1212 107 17 9 6 8541 6 272 4132 3 184 445 4132 1,2841 1
"Bourses to shift [TGT], Jubilant to 'T' group",negative,12933 2260 12 4108 32100 3 6 3736 3727 288 12 3 31 382 31 563 1,2841 1
Bleak quarter seen for [TGT]s earnings growth amid low demand,negative,11805 1639 2893 894 21 32100 3 7 8783 1170 18905 731 2173 1,2841 1
Pre-market: [TGT] seen opening flat; TCS Q1 results eyed,neutral,1266 18 8809 10 32100 894 2101 2667 117 332 4778 1593 536 772 1580 26 1,7163 1
[TGT] tumble on Paris attack as Asia stocks retreat,negative,32100 26565 30 1919 3211 38 3826 10145 10742 1,2841 1
"[TGT], HPCL, BPCL rally; medium-to-long term story intact for OMCs: Goldman",positive,32100 3 6 5481 8440 6 3 11165 8440 13980 117 2768 18 235 18 2961 1657 733 17722 21 411 3698 7 10 2540 348 1,1465 1
Hold [TGT] and other IT stocks:  G Chokkalingam,neutral,8470 32100 11 119 2344 10145 10 350 6285 8511 9 697 265 1,7163 1
[TGT] dips but Malaysian plane downing seen aiding sentiment,neutral,32100 10823 7 68 10155 29 6112 323 53 894 3052 53 6493 1,7163 1
[TGT] allows Pune Stock Exchange to exit bourse business,neutral,32100 1250 19531 6394 8231 12 7189 3 21579 15 268 1,7163 1
"SBBJ, SBT, SBM all toe the SBI line: [TGT]",neutral,180 7640 683 6 180 9021 6 180 12122 66 12 15 8 180 5972 689 10 32100 1,7163 1
"Rate-sensitive stocks fall sharply post RBI policy, then recover a bit; [TGT] top loser",negative,13002 18 22118 10145 1590 4816 120 442 19979 1291 6 258 8303 3 9 720 117 32100 420 2615 52 1,2841 1
[TGT] raises Rs 180 cr via preferential issue of shares,positive,32100 3033 7 11715 8003 5764 1009 2396 7220 962 13 4776 1,1465 1
5 tips on how to act in rising [TGT],neutral,305 2316 30 149 12 1810 16 6937 32100 1,7163 1
[TGT] shares in a free fall as ICICI Bank trims stake,negative,32100 4776 16 3 9 339 1590 38 3 18316 3597 1925 6228 7 8474 1,2841 1
"Move over [TGT], Nifty, say experts; stocks that can return upto 46%",neutral,15711 147 32100 3 6 445 21822 6 497 2273 117 10145 24 54 1205 95 235 314 6370 1,7163 1
Looking at 15% growth for [TGT] in FY15: Ajay Bodke,positive,4878 44 13914 1170 21 32100 16 23263 1808 10 71 1191 63 1491 26 1050 1,1465 1
[TGT] surges as SC rejects PNGRB's plea,positive,32100 18787 7 38 6508 15092 7 276 12531 12108 31 7 14090 1,1465 1
You have to be stock specific in current [TGT] situations: Sandeep Wagle,neutral,148 43 12 36 1519 806 16 750 32100 4147 10 1051 25221 3129 3537 1,7163 1
"Euro falls to two-year low against dollar, [TGT] and Bunds rise",positive,2430 7250 12 192 18 1201 731 581 6816 6 32100 11 6100 26 7 3098 1,1465 1
Ukraine nerves send [TGT] lower,negative,11897 9077 7 1299 32100 1364 1,2841 1
Jignesh Shah's arrest: [TGT] Investors Forum hopes to get back money,neutral,446 6962 7 107 19669 31 7 10319 10 32100 16873 7 5841 7511 12 129 223 540 1,7163 1
[TGT] gets shareholder nod for acquiring Vadinar Power,positive,32100 2347 26715 150 26 21 3 19031 2964 2644 291 2621 1,1465 1
"Sandeep Wagle's hot stock picks: DLF, [TGT], HDFC, Exide",positive,1051 25221 3129 3537 31 7 1312 1519 1432 7 10 309 18962 6 32100 3 6 3726 5390 6 1881 1599 1,1465 1
"Apple, [TGT] take further knock on Wall St, fall 4%",negative,2184 6 32100 240 856 7673 30 3556 472 6 1590 3 5988 1,2841 1
"[TGT], silver extend losses on weak global cues",negative,32100 3 6 4294 4285 8467 30 5676 1252 123 15 7 1,2841 1
Equity MFs continue to bet big on [TGT],positive,25943 3 13286 7 916 12 36 17 600 30 32100 1,1465 1
[TGT] Q3 net up marginally to Rs 113.88 Cr,positive,32100 1593 519 3134 95 18777 120 12 11715 3 20522 5 4060 8427 1,1465 1
Bhartiya Group appoints G Raghavan as [TGT] CEO,neutral,272 13626 23 63 9 1531 3 9 102 2700 7 350 22939 1024 2132 38 32100 4071 1,7163 1
Do not expect to see change in [TGT] fundamentals soon: Prashasta Seth,neutral,531 59 1672 12 217 483 16 32100 4431 7 1116 10 276 12380 12518 679 189 1,7163 1
[TGT] studies its own regulatory impact: U K Sinha,neutral,32100 2116 165 293 8253 1113 10 412 480 8271 1024 1,7163 1
"[TGT] breathe sigh of relief as Scotland votes ""No""",neutral,32100 13418 3 7 9031 13 4956 38 8288 11839 96 4168 121 1,7163 1
"[TGT] Q2 results soar, stock flies high",positive,32100 1593 357 772 78 291 6 1519 3 89 4664 306 1,1465 1
"Dollar gains on uptick in [TGT], euro banking concerns",positive,14110 11391 30 95 17 3142 16 32100 3 6 3983 8175 3315 1,1465 1
[TGT] hands over dividend of Rs 348.81 cr to government,neutral,32100 1780 147 12190 13 11715 220 3707 5 4959 5764 12 789 1,7163 1
"Buyers waiting for better times ahead for [TGT]: Deven Choksey, KR Choksey Securities",negative,19099 7 2794 21 394 648 2177 21 32100 3 10 374 1926 6285 157 7 15 63 6 480 448 6285 157 7 15 63 20571 1,2841 1
Still some money left on the table for [TGT]: Vijai Mantri,positive,4886 128 540 646 30 8 953 21 32100 3 10 1813 1191 23 1140 1788 1,1465 1
[TGT] resume slide as Russia fears persist,negative,32100 4258 9116 38 4623 14935 17358 1,2841 1
IDFC rallies 5% on RBI's infra lending norms; [TGT] maintains 'buy',neutral,4699 5390 26930 7 3 2712 30 19979 31 7 16 89 52 9 16391 7982 7 117 32100 1961 7 3 31 14584 31 1,7163 1
[TGT] prices dive amid low overseas trends,negative,32100 1596 10026 18905 731 10055 5001 1,2841 1
"[TGT] is a buy: Seshadri Bharathan, KSEMA Fincon Ltd",positive,32100 19 3 9 805 10 679 7 8399 52 23 272 14888 6736 6 3 13383 20211 7430 1018 3937 1,1465 1
"Prefer [TGT], Tech Mahindra and TCS in IT: Kunj Bansal",positive,1266 1010 32100 3 6 7130 8555 77 3515 11 332 4778 16 2344 10 20930 354 5185 7 138 1,1465 1
"Baba Ramdev's [TGT] bigger than Emami and Jyothy Labs, wish it was listed: CLSA report",positive,11563 9 4425 9776 31 7 32100 4038 145 3967 3690 11 446 63 32 189 63 8100 7 6 1663 34 47 2616 10 11175 4507 934 1,1465 1
[TGT] get respite as dollar pulls back,positive,32100 129 23259 155 15 38 6816 3197 7 223 1,1465 1
"[TGT] cuts IPO price band, extends offer date on muted response",neutral,32100 8620 3 25470 594 1928 6 4285 7 462 833 30 4035 1054 1773 1,7163 1
More exits from [TGT] top management team,negative,1537 7189 7 45 32100 420 758 372 1,2841 1
Avoid buying JSPL as [TGT] unlikely to do well: P Phani Sekhar,negative,15856 2611 3 23787 5329 38 32100 9909 12 103 168 10 276 3657 2738 679 157 3272 1,2841 1
[TGT] Q3 Net up 33.35% at Rs 36.54 crore,positive,32100 1593 519 6540 95 220 19660 2712 44 11715 4475 5 5062 23095 1,1465 1
"[TGT] extends falls; Morgan Stanley, BofA downgrade",negative,32100 4285 7 7250 117 11147 19089 6 1491 89 188 323 6801 1,2841 1
[TGT] shares slump 6% as top brokerages downgrade on earnings concern,negative,32100 4776 31649 3 6370 38 420 26231 7 323 6801 30 8783 2410 1,2841 1
What to watch out for post the [TGT] meeting?,neutral,363 12 1605 91 21 442 8 32100 1338 58 1,7163 1
CARE assigns IPO Grade 2 to [TGT],neutral,3 22443 12317 7 3 25470 13027 204 12 32100 1,7163 1
Hosiery maker [TGT] to debut on NSE,neutral,1546 2452 651 13762 32100 12 5695 30 445 4132 1,7163 1
[TGT] slip as Wall Street cools off,negative,32100 7560 38 3556 1887 1633 7 326 1,2841 1
"Pace of corporate earnings growth strengthens, supports bullish [TGT] sentiment",positive,11790 15 13 2849 8783 1170 8726 7 6 4951 8434 1273 32100 6493 1,1465 1
"Australia shares scale 3 week high as utilities, [TGT] shine",positive,2051 4776 2643 220 471 306 38 17930 6 32100 9567 1,1465 1
"[TGT], Reliance good bets for long term investment purposes: Deven Choksey, KR Choksey Securities",positive,32100 3 6 419 9928 565 207 36 17 7 21 307 1657 1729 3659 10 374 1926 6285 157 7 15 63 6 480 448 6285 157 7 15 63 20571 1,1465 1
"Euro steadies after selloff, [TGT] drops after BoE report",negative,2430 19983 15 7 227 1789 1647 6 32100 11784 227 1491 427 934 1,2841 1
[TGT] plunges over 426 points in global sell-off,negative,32100 20593 7 147 314 2688 979 16 1252 1789 18 1647 1,2841 1
"Bearish on tyre companies: Rajesh Kothari, [TGT]",neutral,9034 1273 30 3 17 63 60 688 10 13509 15 7 107 1793 17 16250 6 32100 1,7163 1
"M&M, Pininfarina deal not saleable: Prateek Agarwal, [TGT]",neutral,283 184 329 6 8050 77 5544 77 9 1154 59 1048 179 10 6110 17 10266 71 1478 5380 6 32100 1,7163 1
Aban Offshore broken out of large falling channel:[TGT],neutral,891 152 4395 13303 4335 91 13 508 7306 4245 10 32100 1,7163 1
[TGT] December quarter net soars 87% to Rs 338 crore,positive,32100 1882 2893 3134 78 291 7 505 6170 12 11715 220 3747 23095 1,1465 1
"Outlook for auto stocks a mixed bag at the moment: Rajat Rajgarhia, [TGT]",neutral,19269 21 1510 10145 3 9 4838 2182 44 8 798 10 13509 144 13509 122 16611 9 6 32100 1,7163 1
"[TGT], lead prices rise on overseas cues, industrial demand",positive,32100 3 6 991 1596 3098 30 10055 123 15 7 6 2913 2173 1,1465 1
[TGT] rangebound; top 20 intraday trading ideas,neutral,32100 620 6115 117 420 460 6344 1135 3415 912 1,7163 1
"Action shifts to [TGT], non-index stocks: Ashwani Gujral",positive,6776 4108 7 12 32100 3 6 529 18 18288 10145 10 7153 3877 23 2846 354 4900 1,1465 1
[TGT] nerves send European shares lower,neutral,32100 9077 7 1299 1611 4776 1364 1,7163 1
[TGT] Q3 net profit jumps 91.27% to Rs 162.03 crore,positive,32100 1593 519 3134 3199 4418 7 668 10917 6170 12 11715 898 24273 519 23095 1,1465 1
"Prefer Bajaj, Titan in the largecap space: Pankaj Pandey, HoR, [TGT]",neutral,1266 1010 2659 1191 354 6 13622 16 8 508 4010 628 10 4266 1258 354 4266 221 63 6 1546 448 6 32100 1,7163 1
[TGT]: A tale of two crashes,negative,32100 3 10 71 5221 13 192 22298 1,2841 1
Apple's SIM move chips away at [TGT]'s share price,neutral,2184 31 7 16639 888 8852 550 44 32100 3 31 7 698 594 1,7163 1
[TGT] disposes of Sahara appeal,neutral,32100 9067 7 13 1138 14888 3958 1,7163 1
[TGT] Q4 net grows 7-fold to Rs 96 crore,positive,32100 1593 591 3134 13919 489 18 10533 12 11715 3 4314 23095 1,1465 1
[TGT] hits 59.22 against US dollar in intraday trade,neutral,32100 8046 3 3390 5 2884 581 837 6816 16 6344 1135 1668 1,7163 1
[TGT] hits 9-month low vs dollar on German data,negative,32100 8046 668 18 7393 731 3 208 7 6816 30 2968 331 1,2841 1
[TGT] asked to give fund-requirement plans for interim relief,neutral,32100 1380 12 428 3069 18 60 1169 60 297 1390 21 20003 4956 1,7163 1
"[TGT] to raise Rs 4,300 crore from investors, promoters",neutral,32100 12 3033 11715 6464 5426 23095 45 4367 6 2519 52 7 1,7163 1
"[TGT] is steady: Ambareesh Baliga, Way2Wealth Brokers Pvt. Ltd",neutral,32100 19 11207 10 736 5304 15 7 107 2659 17140 6 5994 357 1326 138 189 20696 7 276 208 17 5 3937 1,7163 1
[TGT] likely to report drop in net profit; stock ends flat ahead of Q3 results,negative,32100 952 12 934 2328 16 3134 3199 117 1519 5542 2667 2177 13 1593 519 772 1,2841 1
"[TGT] surges to Rs 60,500 on global cues, gold up by Rs 160",positive,32100 18787 7 12 11715 1640 6 2560 30 1252 123 15 7 6 2045 95 57 11715 11321 1,1465 1
[TGT] appoints Samik Nandi as Partner of ERP Adivisory practice,neutral,32100 3 9 102 2700 7 1138 20068 445 232 23 38 5793 13 22568 1980 23 24680 63 1032 1,7163 1
Debjani Ghosh is [TGT] head,neutral,9794 7066 23 350 11982 107 19 32100 819 1,7163 1
OPEC decision knocks [TGT] down; dollar gains,negative,3 4652 3073 1357 7673 7 32100 323 117 6816 11391 1,2841 1
Rapid [TGT] trades may kill arbitrage',negative,13836 32100 1668 7 164 5781 17834 545 31 1,2841 1
"[TGT], IT and FMCG are top rung sectors: Prashasta Seth",positive,32100 3 6 2344 11 13409 12150 33 420 3 8875 8981 10 276 12380 12518 679 189 1,1465 1
[TGT] Q1 net up 58.51 per cent at Rs 55.18 crore,positive,32100 1593 536 3134 95 3 3449 5 5553 399 3151 44 11715 6897 5 2606 23095 1,1465 1
[TGT] investors oppose stake sale in US based company,negative,32100 4367 10720 15 8474 1048 16 837 3 390 349 1,2841 1
[TGT] net profit grows 46% on lower expenses,positive,32100 3134 3199 13919 314 6370 30 1364 5159 1,1465 1
[TGT] shares record biggest monthly gain since February,positive,32100 4776 1368 2630 3718 2485 437 2083 1,1465 1
[TGT] Q4 Net dips 29 per cent at Rs 806 crore,negative,32100 1593 591 6540 10823 7 2838 399 3151 44 11715 505 5176 23095 1,2841 1
"Keep holding long positions; Nifty to outperform CNX IT, [TGT]: Ashwani Gujral",neutral,3521 3609 307 4655 117 445 21822 12 91 883 2032 3 10077 4 2344 6 32100 3 10 7153 3877 23 2846 354 4900 1,7163 1
"Gold, [TGT] extend losses on weak global cues",negative,2540 6 32100 4285 8467 30 5676 1252 123 15 7 1,2841 1
[TGT] bid talk props up UK's FTSE,neutral,32100 6894 1350 6377 7 95 1270 31 7 3 6245 4132 1,7163 1
Multibagger idea: [TGT] sees 40% upside in Tech Mahindra,neutral,4908 7893 1304 800 10 32100 217 7 13152 19118 16 7130 8555 77 3515 1,7163 1
[TGT] reports Q3 net loss at Rs 2.47 crore,negative,32100 2279 1593 519 3134 1453 44 11715 1682 4177 23095 1,2841 1
Further FII investment in [TGT] after approval: RBI,positive,9006 3 4936 196 1729 16 32100 227 5142 10 19979 1,1465 1
[TGT] sub-committee to discuss inflation-linked bonds tomorrow,neutral,32100 769 18 287 1538 17 15 15 12 2497 12485 18 29000 13237 5721 1,7163 1
"RComm a good stock in the telecom space: Deepak Mohoni, [TGT]",neutral,391 10205 3 9 207 1519 16 8 21004 628 10 9509 1639 1290 107 106 23 6 32100 1,7163 1
[TGT] slips over 4% as CBI registers inquiry,negative,32100 7560 7 147 3 5988 38 205 5972 3691 7 15736 1,2841 1
[TGT] reports four-fold rise in Q2 net profit,positive,32100 2279 662 18 10533 3098 16 1593 357 3134 3199 1,1465 1
Russia-Ukraine standoff sends markets into a tizzy; [TGT] snaps 5-day winning streak to slip below 21k,negative,4623 18 1265 9669 630 1518 1647 1299 7 3212 139 3 9 3 17 23 19974 117 32100 10075 7 7670 1135 3447 18631 12 7560 666 1401 157 1,2841 1
